"two_year_recid","sex","age","race","priors_count","juv_fel_count","juv_misd_count","charge","violent","risk_recidivism_score","hand","height"
"Did reoffend","Males",24,"African-Americans",1,0,0,"Individuals convicted of a Misdemeanor","Non-violent offences",9,"Right-handed individuals",5.89777243137453
"Did reoffend","Males",30,"African-Americans",8,0,0,"Individuals convicted of a Felony","Non-violent offences",9,"Right-handed individuals",6.04605150021148
"Did reoffend","Females",48,"African-Americans",0,0,0,"Individuals convicted of a Felony","Violent offences",6,"Left-handed individuals",5.97730371145933
"Did reoffend","Males",55,"Others",8,0,0,"Individuals convicted of a Felony","Non-violent offences",1,"Right-handed individuals",5.66220674574127
"Did not reoffend","Males",40,"African-Americans",0,0,0,"Individuals convicted of a Felony","Non-violent offences",2,"Right-handed individuals",5.48544862146529
"Did reoffend","Males",43,"Caucasians",13,0,0,"Individuals convicted of a Felony","Non-violent offences",4,"Right-handed individuals",5.72499544196883
"Did not reoffend","Males",57,"Caucasians",12,0,0,"Individuals convicted of a Misdemeanor","Non-violent offences",5,"Right-handed individuals",6.06193672734193
"Did reoffend","Males",35,"African-Americans",23,0,1,"Individuals convicted of a Felony","Non-violent offences",9,"Right-handed individuals",5.7743921698913
"Did not reoffend","Males",56,"Caucasians",0,0,0,"Individuals convicted of a Felony","Non-violent offences",1,"Right-handed individuals",5.24452618383889
"Did reoffend","Males",57,"Caucasians",9,0,0,"Individuals convicted of a Felony","Non-violent offences",4,"Right-handed individuals",5.75773412786161
"Did not reoffend","Males",38,"Caucasians",0,0,0,"Individuals convicted of a Misdemeanor","Non-violent offences",1,"Right-handed individuals",5.4519319587365
"Did not reoffend","Males",28,"Caucasians",0,0,0,"Individuals convicted of a Felony","Non-violent offences",3,"Right-handed individuals",5.76085956292151
"Did reoffend","Males",27,"African-Americans",0,0,0,"Individuals convicted of a Felony","Non-violent offences",4,"Right-handed individuals",5.84707838715094
"Did not reoffend","Males",21,"Caucasians",1,0,1,"Individuals convicted of a Felony","Non-violent offences",8,"Right-handed individuals",5.82426705225165
"Did not reoffend","Males",48,"Asians",0,0,0,"Individuals convicted of a Misdemeanor","Non-violent offences",1,"Right-handed individuals",5.593748317781
"Did reoffend","Males",33,"African-Americans",1,0,0,"Individuals convicted of a Felony","Non-violent offences",2,"Right-handed individuals",5.68301638723952
"Did reoffend","Males",20,"African-Americans",0,0,0,"Individuals convicted of a Misdemeanor","Non-violent offences",3,"Right-handed individuals",5.35922492693328
"Did reoffend","Males",21,"Others",0,0,0,"Individuals convicted of a Felony","Violent offences",3,"Left-handed individuals",5.64069335503801
"Did not reoffend","Males",35,"Hispanics",12,0,1,"Individuals convicted of a Felony","Non-violent offences",9,"Right-handed individuals",6.25842160984475
"Did reoffend","Males",24,"African-Americans",4,0,0,"Individuals convicted of a Felony","Non-violent offences",4,"Right-handed individuals",5.83915158513466
"Did reoffend","Males",27,"African-Americans",7,0,0,"Individuals convicted of a Felony","Non-violent offences",5,"Right-handed individuals",5.55508885391539
"Did reoffend","Females",30,"African-Americans",7,0,0,"Individuals convicted of a Misdemeanor","Non-violent offences",3,"Right-handed individuals",5.94819277344994
"Did reoffend","Males",46,"African-Americans",2,0,0,"Individuals convicted of a Felony","Non-violent offences",2,"Right-handed individuals",5.56656064042172
"Did not reoffend","Males",59,"Others",1,0,0,"Individuals convicted of a Misdemeanor","Non-violent offences",1,"Right-handed individuals",5.40831143159601
"Did reoffend","Males",30,"African-Americans",2,0,0,"Individuals convicted of a Felony","Violent offences",8,"Left-handed individuals",6.00975950158619
"Did not reoffend","Males",37,"Caucasians",0,0,0,"Individuals convicted of a Felony","Non-violent offences",6,"Right-handed individuals",6.0088768849067
"Did reoffend","Males",21,"African-Americans",1,0,0,"Individuals convicted of a Felony","Non-violent offences",6,"Right-handed individuals",5.72482190485483
"Did not reoffend","Males",35,"African-Americans",2,0,0,"Individuals convicted of a Misdemeanor","Non-violent offences",2,"Right-handed individuals",5.82823078519824
"Did not reoffend","Males",25,"African-Americans",0,0,0,"Individuals convicted of a Misdemeanor","Non-violent offences",2,"Right-handed individuals",5.81883545205717
"Did reoffend","Males",35,"African-Americans",5,0,0,"Individuals convicted of a Felony","Violent offences",4,"Left-handed individuals",5.776512899747
"Did reoffend","Females",21,"African-Americans",0,0,0,"Individuals convicted of a Felony","Non-violent offences",5,"Right-handed individuals",5.92638451418934
"Did reoffend","Females",35,"African-Americans",3,0,0,"Individuals convicted of a Misdemeanor","Violent offences",6,"Left-handed individuals",5.77355647445822
"Did reoffend","Males",27,"African-Americans",0,0,0,"Individuals convicted of a Misdemeanor","Non-violent offences",2,"Right-handed individuals",5.88613071142128
"Did reoffend","Males",25,"African-Americans",21,0,13,"Individuals convicted of a Felony","Non-violent offences",9,"Right-handed individuals",5.96957092677131
"Did not reoffend","Females",33,"Hispanics",0,0,0,"Individuals convicted of a Felony","Non-violent offences",2,"Right-handed individuals",5.71658006552286
"Did not reoffend","Males",43,"Caucasians",5,0,0,"Individuals convicted of a Felony","Non-violent offences",5,"Right-handed individuals",5.94716831526607
"Did reoffend","Males",25,"African-Americans",2,0,0,"Individuals convicted of a Felony","Violent offences",5,"Left-handed individuals",5.72527814649593
"Did reoffend","Males",46,"African-Americans",15,0,0,"Individuals convicted of a Felony","Non-violent offences",7,"Right-handed individuals",5.99870138509754
"Did not reoffend","Males",37,"African-Americans",3,0,0,"Individuals convicted of a Misdemeanor","Non-violent offences",7,"Right-handed individuals",5.99387462299682
"Did reoffend","Males",22,"African-Americans",3,0,1,"Individuals convicted of a Felony","Violent offences",7,"Left-handed individuals",5.7645026079959
"Did reoffend","Males",37,"African-Americans",22,0,0,"Individuals convicted of a Felony","Non-violent offences",9,"Right-handed individuals",5.64945873358394
"Did not reoffend","Males",62,"Caucasians",0,0,0,"Individuals convicted of a Misdemeanor","Non-violent offences",1,"Right-handed individuals",5.68389807236447
"Did not reoffend","Males",39,"Caucasians",2,0,0,"Individuals convicted of a Misdemeanor","Non-violent offences",2,"Right-handed individuals",5.36305254729841
"Did not reoffend","Males",34,"Caucasians",11,0,0,"Individuals convicted of a Felony","Non-violent offences",4,"Right-handed individuals",5.39112555532904
"Did reoffend","Males",36,"African-Americans",7,0,0,"Individuals convicted of a Felony","Non-violent offences",6,"Right-handed individuals",5.64239956391366
"Did reoffend","Males",63,"Caucasians",0,0,0,"Individuals convicted of a Misdemeanor","Non-violent offences",1,"Right-handed individuals",5.64718822481423
"Did not reoffend","Males",61,"Caucasians",1,0,0,"Individuals convicted of a Felony","Non-violent offences",4,"Right-handed individuals",5.59312397303405
"Did reoffend","Females",30,"Caucasians",3,0,0,"Individuals convicted of a Felony","Non-violent offences",7,"Right-handed individuals",5.49052676414631
"Did not reoffend","Males",26,"Caucasians",0,0,0,"Individuals convicted of a Felony","Non-violent offences",4,"Right-handed individuals",5.76493458783418
"Did not reoffend","Males",45,"African-Americans",0,0,0,"Individuals convicted of a Misdemeanor","Non-violent offences",1,"Right-handed individuals",5.59148944203708
"Did not reoffend","Males",27,"African-Americans",1,0,0,"Individuals convicted of a Misdemeanor","Non-violent offences",5,"Right-handed individuals",5.67779682836256
"Did not reoffend","Males",23,"Hispanics",2,0,0,"Individuals convicted of a Felony","Non-violent offences",5,"Right-handed individuals",5.67643505558722
"Did not reoffend","Males",60,"African-Americans",0,0,0,"Individuals convicted of a Felony","Non-violent offences",1,"Right-handed individuals",5.7212762738282
"Did not reoffend","Females",31,"African-Americans",3,0,0,"Individuals convicted of a Felony","Non-violent offences",5,"Right-handed individuals",5.79036027155158
"Did not reoffend","Males",25,"African-Americans",3,0,0,"Individuals convicted of a Misdemeanor","Non-violent offences",6,"Right-handed individuals",6.28953519976964
"Did reoffend","Females",38,"Caucasians",1,0,0,"Individuals convicted of a Misdemeanor","Non-violent offences",5,"Right-handed individuals",5.92799646027781
"Did not reoffend","Males",57,"African-Americans",0,0,0,"Individuals convicted of a Misdemeanor","Non-violent offences",1,"Right-handed individuals",5.64356461751921
"Did reoffend","Males",42,"African-Americans",1,0,0,"Individuals convicted of a Misdemeanor","Violent offences",6,"Left-handed individuals",5.48235893948293
"Did not reoffend","Females",30,"African-Americans",2,0,0,"Individuals convicted of a Felony","Non-violent offences",7,"Right-handed individuals",5.89960430091121
"Did not reoffend","Males",51,"Caucasians",1,0,0,"Individuals convicted of a Misdemeanor","Non-violent offences",1,"Right-handed individuals",5.62677569849416
"Did not reoffend","Males",27,"African-Americans",1,0,0,"Individuals convicted of a Felony","Non-violent offences",2,"Right-handed individuals",5.20890142059764
"Did reoffend","Males",20,"African-Americans",0,0,0,"Individuals convicted of a Felony","Non-violent offences",5,"Right-handed individuals",5.77487007891161
"Did reoffend","Males",21,"African-Americans",1,0,0,"Individuals convicted of a Misdemeanor","Violent offences",7,"Left-handed individuals",5.88755988993564
"Did not reoffend","Males",22,"African-Americans",1,0,0,"Individuals convicted of a Felony","Non-violent offences",4,"Right-handed individuals",5.51521660072182
"Did not reoffend","Males",37,"Caucasians",0,0,0,"Individuals convicted of a Felony","Non-violent offences",1,"Right-handed individuals",5.51228667599246
"Did not reoffend","Males",33,"Caucasians",0,0,0,"Individuals convicted of a Misdemeanor","Non-violent offences",1,"Right-handed individuals",5.74888839078458
"Did not reoffend","Males",21,"Caucasians",0,0,0,"Individuals convicted of a Misdemeanor","Non-violent offences",7,"Right-handed individuals",6.08148934065304
"Did reoffend","Males",29,"African-Americans",12,0,0,"Individuals convicted of a Felony","Non-violent offences",2,"Right-handed individuals",5.77380668550881
"Did reoffend","Males",33,"African-Americans",14,0,0,"Individuals convicted of a Felony","Non-violent offences",8,"Right-handed individuals",5.66580744488692
"Did reoffend","Males",29,"African-Americans",0,0,0,"Individuals convicted of a Felony","Non-violent offences",2,"Right-handed individuals",5.73031649817833
"Did not reoffend","Males",30,"African-Americans",1,0,0,"Individuals convicted of a Felony","Non-violent offences",1,"Right-handed individuals",5.59768298822403
"Did reoffend","Males",45,"African-Americans",0,0,0,"Individuals convicted of a Felony","Non-violent offences",5,"Right-handed individuals",5.80967845133345
"Did not reoffend","Males",31,"Others",5,0,0,"Individuals convicted of a Felony","Non-violent offences",6,"Right-handed individuals",5.71755936714927
"Did reoffend","Males",27,"African-Americans",6,0,0,"Individuals convicted of a Felony","Non-violent offences",5,"Right-handed individuals",5.30696884161092
"Did not reoffend","Females",45,"Caucasians",1,0,0,"Individuals convicted of a Felony","Non-violent offences",6,"Right-handed individuals",5.72042357232325
"Did reoffend","Males",35,"African-Americans",6,0,0,"Individuals convicted of a Felony","Violent offences",8,"Left-handed individuals",6.08759482666222
"Did reoffend","Females",32,"African-Americans",6,0,0,"Individuals convicted of a Felony","Non-violent offences",4,"Right-handed individuals",5.51347293744938
"Did reoffend","Males",46,"Caucasians",6,0,0,"Individuals convicted of a Felony","Non-violent offences",1,"Right-handed individuals",5.81295326036774
"Did not reoffend","Females",23,"African-Americans",0,0,0,"Individuals convicted of a Misdemeanor","Non-violent offences",6,"Right-handed individuals",5.85356925687878
"Did reoffend","Males",28,"Caucasians",2,0,0,"Individuals convicted of a Felony","Violent offences",2,"Left-handed individuals",5.49209191770488
"Did reoffend","Males",26,"African-Americans",8,0,0,"Individuals convicted of a Felony","Non-violent offences",7,"Right-handed individuals",6.02109538641748
"Did reoffend","Males",35,"Caucasians",3,0,0,"Individuals convicted of a Misdemeanor","Non-violent offences",5,"Right-handed individuals",5.69893686299277
"Did reoffend","Males",37,"Hispanics",6,0,0,"Individuals convicted of a Felony","Violent offences",5,"Left-handed individuals",5.82073978627593
"Did not reoffend","Males",64,"Caucasians",8,0,0,"Individuals convicted of a Felony","Non-violent offences",1,"Right-handed individuals",5.94176808714184
"Did not reoffend","Males",26,"African-Americans",7,0,0,"Individuals convicted of a Felony","Non-violent offences",7,"Right-handed individuals",6.18672355682379
"Did reoffend","Males",25,"Caucasians",2,0,0,"Individuals convicted of a Felony","Non-violent offences",5,"Right-handed individuals",5.88319565990025
"Did not reoffend","Males",31,"Others",0,0,0,"Individuals convicted of a Misdemeanor","Non-violent offences",1,"Right-handed individuals",5.35754765032953
