"loan_amnt","term","home_ownership","annual_inc","loan_status","sub_grade_int_map","region","sex","age","vegetarian","weight"
27000,"36 month loans","Paying off mortgage",145000,"Positive",4,"US Northeast inhabitants","Females",57.44,"Non-vegetarians",200
4625,"36 month loans","Renters",13000,"Positive",6,"US Northeast inhabitants","Females",21.536,"Non-vegetarians",148.365384615385
18000,"36 month loans","Paying off mortgage",75000,"Negative",3,"US Northeast inhabitants","Females",38.4,"Non-vegetarians",179.230769230769
6000,"36 month loans","Renters",108850,"Positive",5,"US Northeast inhabitants","Females",47.6072,"Non-vegetarians",151.538461538462
1000,"36 month loans","Renters",43000,"Positive",4,"US Northeast inhabitants","Females",29.696,"Non-vegetarians",140
2400,"36 month loans","Renters",50000,"Positive",4,"US Northeast inhabitants","Females",31.6,"Non-vegetarians",143.230769230769
29250,"60 month loans","Paying off mortgage",1e+05,"Negative",6,"US Northeast inhabitants","Females",45.2,"Non-vegetarians",205.192307692308
10900,"60 month loans","Paying off mortgage",80000,"Positive",5,"US Northeast inhabitants","Females",39.76,"Non-vegetarians",162.846153846154
11950,"60 month loans","Renters",29900,"Negative",6,"US Northeast inhabitants","Females",26.1328,"Non-vegetarians",165.269230769231
15250,"60 month loans","Paying off mortgage",52000,"Positive",3,"US Northeast inhabitants","Females",32.144,"Non-vegetarians",172.884615384615
20000,"60 month loans","Paying off mortgage",83000,"Positive",5,"US Northeast inhabitants","Females",40.576,"Non-vegetarians",183.846153846154
5275,"36 month loans","Renters",71000,"Positive",4,"US Northeast inhabitants","Females",37.312,"Non-vegetarians",149.865384615385
5000,"36 month loans","Renters",31000,"Negative",3,"US Northeast inhabitants","Females",26.432,"Non-vegetarians",149.230769230769
7250,"36 month loans","Renters",46000,"Positive",6,"US Northeast inhabitants","Females",30.512,"Non-vegetarians",154.423076923077
24500,"36 month loans","Paying off mortgage",83700,"Negative",2,"US Northeast inhabitants","Females",40.7664,"Non-vegetarians",194.230769230769
24000,"36 month loans","Paying off mortgage",95000,"Positive",5,"US Northeast inhabitants","Females",43.84,"Non-vegetarians",193.076923076923
5400,"36 month loans","Renters",43000,"Negative",3,"US Northeast inhabitants","Females",29.696,"Non-vegetarians",150.153846153846
10000,"36 month loans","Paying off mortgage",91000,"Positive",4,"US Northeast inhabitants","Females",42.752,"Non-vegetarians",160.769230769231
18000,"36 month loans","Paying off mortgage",94000,"Positive",7,"US Northeast inhabitants","Females",43.568,"Non-vegetarians",179.230769230769
25000,"60 month loans","Paying off mortgage",115000,"Positive",3,"US Northeast inhabitants","Females",49.28,"Non-vegetarians",195.384615384615
6000,"36 month loans","Paying off mortgage",48000,"Positive",2,"US Northeast inhabitants","Females",31.056,"Non-vegetarians",151.538461538462
9000,"36 month loans","Home owners",50000,"Positive",6,"US Northeast inhabitants","Females",31.6,"Non-vegetarians",158.461538461538
7000,"36 month loans","Paying off mortgage",76000,"Positive",4,"US Northeast inhabitants","Females",38.672,"Non-vegetarians",153.846153846154
7000,"36 month loans","Paying off mortgage",65000,"Negative",2,"US Northeast inhabitants","Females",35.68,"Non-vegetarians",153.846153846154
7200,"36 month loans","Paying off mortgage",75000,"Negative",5,"US Northeast inhabitants","Females",38.4,"Non-vegetarians",154.307692307692
12750,"60 month loans","Paying off mortgage",104000,"Positive",2,"US Northeast inhabitants","Females",46.288,"Non-vegetarians",167.115384615385
12000,"36 month loans","Renters",50000,"Positive",2,"US Northeast inhabitants","Females",31.6,"Non-vegetarians",165.384615384615
16000,"36 month loans","Home owners",162000,"Positive",1,"US Northeast inhabitants","Females",62.064,"Non-vegetarians",174.615384615385
4000,"36 month loans","Renters",12000,"Positive",7,"US Northeast inhabitants","Females",21.264,"Non-vegetarians",146.923076923077
35000,"36 month loans","Home owners",128000,"Positive",3,"US Northeast inhabitants","Females",52.816,"Non-vegetarians",218.461538461538
26400,"36 month loans","Paying off mortgage",90000,"Positive",1,"US Northeast inhabitants","Females",42.48,"Non-vegetarians",198.615384615385
11200,"36 month loans","Paying off mortgage",87400,"Negative",3,"US Northeast inhabitants","Females",41.7728,"Non-vegetarians",163.538461538462
18000,"36 month loans","Renters",80000,"Positive",3,"US Northeast inhabitants","Females",39.76,"Non-vegetarians",179.230769230769
10000,"36 month loans","Renters",50000,"Positive",3,"US Northeast inhabitants","Females",31.6,"Non-vegetarians",160.769230769231
3750,"36 month loans","Renters",10476,"Positive",4,"US Northeast inhabitants","Females",20.849472,"Non-vegetarians",146.346153846154
6300,"36 month loans","Paying off mortgage",110000,"Positive",3,"US Northeast inhabitants","Females",47.92,"Non-vegetarians",152.230769230769
20000,"36 month loans","Paying off mortgage",117000,"Positive",3,"US Northeast inhabitants","Females",49.824,"Non-vegetarians",183.846153846154
10000,"36 month loans","Renters",55000,"Positive",4,"US Northeast inhabitants","Females",32.96,"Non-vegetarians",160.769230769231
8225,"36 month loans","Paying off mortgage",106000,"Positive",5,"US Northeast inhabitants","Females",46.832,"Non-vegetarians",156.673076923077
15000,"60 month loans","Renters",70000,"Positive",6,"US Northeast inhabitants","Females",37.04,"Non-vegetarians",172.307692307692
25000,"60 month loans","Paying off mortgage",125000,"Negative",4,"US Northeast inhabitants","Females",52,"Non-vegetarians",195.384615384615
18475,"36 month loans","Paying off mortgage",90000,"Positive",2,"US Northeast inhabitants","Females",42.48,"Non-vegetarians",180.326923076923
8000,"36 month loans","Paying off mortgage",42000,"Positive",5,"US Northeast inhabitants","Females",29.424,"Non-vegetarians",156.153846153846
20000,"60 month loans","Home owners",150000,"Positive",3,"US Northeast inhabitants","Females",58.8,"Non-vegetarians",183.846153846154
33500,"60 month loans","Paying off mortgage",110000,"Negative",9,"US Northeast inhabitants","Females",47.92,"Non-vegetarians",215
18000,"36 month loans","Paying off mortgage",145000,"Positive",2,"US Northeast inhabitants","Females",57.44,"Non-vegetarians",179.230769230769
16000,"60 month loans","Paying off mortgage",93000,"Positive",3,"US Northeast inhabitants","Females",43.296,"Non-vegetarians",174.615384615385
17475,"60 month loans","Paying off mortgage",60000,"Positive",3,"US Northeast inhabitants","Females",34.32,"Non-vegetarians",178.019230769231
15000,"36 month loans","Paying off mortgage",101000,"Positive",3,"US Northeast inhabitants","Females",45.472,"Non-vegetarians",172.307692307692
8000,"36 month loans","Renters",41000,"Positive",3,"US Northeast inhabitants","Females",29.152,"Non-vegetarians",156.153846153846
10000,"36 month loans","Renters",38400,"Negative",4,"US Northeast inhabitants","Females",28.4448,"Non-vegetarians",160.769230769231
16800,"60 month loans","Renters",93750,"Negative",3,"US Northeast inhabitants","Females",43.5,"Non-vegetarians",176.461538461538
35000,"60 month loans","Paying off mortgage",110000,"Positive",4,"US Northeast inhabitants","Females",47.92,"Non-vegetarians",218.461538461538
30000,"36 month loans","Home owners",180000,"Positive",2,"US Northeast inhabitants","Females",66.96,"Non-vegetarians",206.923076923077
20000,"60 month loans","Renters",49000,"Positive",7,"US Northeast inhabitants","Females",31.328,"Non-vegetarians",183.846153846154
11200,"60 month loans","Renters",80000,"Positive",4,"US Northeast inhabitants","Females",39.76,"Non-vegetarians",163.538461538462
35000,"60 month loans","Renters",90573,"Positive",7,"US Northeast inhabitants","Females",42.635856,"Non-vegetarians",218.461538461538
5000,"36 month loans","Renters",63000,"Positive",3,"US Northeast inhabitants","Females",35.136,"Non-vegetarians",149.230769230769
4900,"36 month loans","Renters",96600,"Positive",3,"US Northeast inhabitants","Females",44.2752,"Non-vegetarians",149
8200,"36 month loans","Renters",36500,"Positive",4,"US Northeast inhabitants","Females",27.928,"Non-vegetarians",156.615384615385
8000,"36 month loans","Renters",60000,"Negative",4,"US Northeast inhabitants","Females",34.32,"Non-vegetarians",156.153846153846
10500,"36 month loans","Renters",32900,"Positive",7,"US Northeast inhabitants","Females",26.9488,"Non-vegetarians",161.923076923077
7200,"36 month loans","Paying off mortgage",82500,"Positive",3,"US Northeast inhabitants","Females",40.44,"Non-vegetarians",154.307692307692
18000,"60 month loans","Renters",55000,"Negative",4,"US Northeast inhabitants","Females",32.96,"Non-vegetarians",179.230769230769
15000,"36 month loans","Renters",67000,"Positive",3,"US Northeast inhabitants","Females",36.224,"Non-vegetarians",172.307692307692
40000,"36 month loans","Renters",2e+05,"Positive",2,"US Northeast inhabitants","Females",72.4,"Non-vegetarians",230
8000,"36 month loans","Home owners",74004,"Positive",4,"US Northeast inhabitants","Females",38.129088,"Non-vegetarians",156.153846153846
11200,"36 month loans","Paying off mortgage",73000,"Positive",2,"US Northeast inhabitants","Females",37.856,"Non-vegetarians",163.538461538462
30000,"60 month loans","Home owners",90000,"Positive",6,"US Northeast inhabitants","Females",42.48,"Non-vegetarians",206.923076923077
23500,"60 month loans","Renters",147900,"Positive",3,"US Northeast inhabitants","Females",58.2288,"Non-vegetarians",191.923076923077
10000,"36 month loans","Renters",65000,"Positive",1,"US Northeast inhabitants","Females",35.68,"Non-vegetarians",160.769230769231
5500,"36 month loans","Renters",93000,"Positive",2,"US Northeast inhabitants","Females",43.296,"Non-vegetarians",150.384615384615
12000,"36 month loans","Home owners",67000,"Positive",3,"US Northeast inhabitants","Females",36.224,"Non-vegetarians",165.384615384615
14000,"36 month loans","Home owners",71000,"Positive",1,"US Northeast inhabitants","Females",37.312,"Non-vegetarians",170
5000,"36 month loans","Paying off mortgage",1e+05,"Negative",5,"US Northeast inhabitants","Females",45.2,"Non-vegetarians",149.230769230769
8000,"36 month loans","Renters",38000,"Positive",3,"US Northeast inhabitants","Females",28.336,"Non-vegetarians",156.153846153846
20000,"36 month loans","Home owners",50000,"Negative",3,"US Northeast inhabitants","Females",31.6,"Non-vegetarians",183.846153846154
5000,"36 month loans","Renters",93000,"Positive",3,"US Northeast inhabitants","Females",43.296,"Non-vegetarians",149.230769230769
4200,"36 month loans","Renters",50000,"Positive",2,"US Northeast inhabitants","Females",31.6,"Non-vegetarians",147.384615384615
6000,"36 month loans","Renters",75000,"Positive",6,"US Northeast inhabitants","Females",38.4,"Non-vegetarians",151.538461538462
10000,"60 month loans","Paying off mortgage",119000,"Positive",4,"US Northeast inhabitants","Females",50.368,"Non-vegetarians",160.769230769231
2400,"36 month loans","Renters",42000,"Positive",3,"US Northeast inhabitants","Females",29.424,"Non-vegetarians",143.230769230769
24800,"60 month loans","Paying off mortgage",115000,"Positive",4,"US Northeast inhabitants","Females",49.28,"Non-vegetarians",194.923076923077
20000,"36 month loans","Renters",120000,"Positive",4,"US Northeast inhabitants","Females",50.64,"Non-vegetarians",183.846153846154
10000,"36 month loans","Renters",105000,"Positive",2,"US Northeast inhabitants","Females",46.56,"Non-vegetarians",160.769230769231
15000,"36 month loans","Home owners",140000,"Positive",1,"US Northeast inhabitants","Females",56.08,"Non-vegetarians",172.307692307692
9000,"36 month loans","Paying off mortgage",57000,"Positive",3,"US Northeast inhabitants","Females",33.504,"Non-vegetarians",158.461538461538
12000,"36 month loans","Paying off mortgage",60000,"Positive",4,"US Northeast inhabitants","Females",34.32,"Non-vegetarians",165.384615384615
5000,"36 month loans","Home owners",18000,"Positive",5,"US Northeast inhabitants","Females",22.896,"Non-vegetarians",149.230769230769
18000,"60 month loans","Paying off mortgage",92000,"Positive",2,"US Northeast inhabitants","Females",43.024,"Non-vegetarians",179.230769230769
18000,"36 month loans","Renters",85000,"Positive",3,"US Northeast inhabitants","Females",41.12,"Non-vegetarians",179.230769230769
3000,"36 month loans","Home owners",90857,"Positive",4,"US Northeast inhabitants","Females",42.713104,"Non-vegetarians",144.615384615385
10800,"60 month loans","Renters",65000,"Positive",6,"US Northeast inhabitants","Females",35.68,"Non-vegetarians",162.615384615385
12800,"60 month loans","Renters",105000,"Positive",3,"US Northeast inhabitants","Females",46.56,"Non-vegetarians",167.230769230769
6000,"36 month loans","Renters",35467,"Positive",5,"US Northeast inhabitants","Females",27.647024,"Non-vegetarians",151.538461538462
5000,"36 month loans","Renters",78000,"Positive",5,"US Northeast inhabitants","Females",39.216,"Non-vegetarians",149.230769230769
12000,"36 month loans","Paying off mortgage",101400,"Positive",4,"US Northeast inhabitants","Females",45.5808,"Non-vegetarians",165.384615384615
20000,"36 month loans","Paying off mortgage",65000,"Positive",3,"US Northeast inhabitants","Females",35.68,"Non-vegetarians",183.846153846154
6500,"36 month loans","Renters",38000,"Negative",4,"US Northeast inhabitants","Females",28.336,"Non-vegetarians",152.692307692308
25000,"60 month loans","Paying off mortgage",80000,"Positive",4,"US Northeast inhabitants","Females",39.76,"Non-vegetarians",195.384615384615
30000,"60 month loans","Paying off mortgage",103500,"Positive",4,"US Northeast inhabitants","Females",46.152,"Non-vegetarians",206.923076923077
11200,"36 month loans","Renters",44650,"Positive",4,"US Northeast inhabitants","Females",30.1448,"Non-vegetarians",163.538461538462
15000,"60 month loans","Renters",65000,"Positive",6,"US Northeast inhabitants","Females",35.68,"Non-vegetarians",172.307692307692
12000,"60 month loans","Renters",45600,"Positive",5,"US Northeast inhabitants","Females",30.4032,"Non-vegetarians",165.384615384615
10000,"36 month loans","Paying off mortgage",32500,"Positive",2,"US Northeast inhabitants","Females",26.84,"Non-vegetarians",160.769230769231
8000,"36 month loans","Renters",63000,"Positive",4,"US Northeast inhabitants","Females",35.136,"Non-vegetarians",156.153846153846
